title,created_at,user_id,username,category_name,subcategory_name
Am I having a miscarriage?,2018-05-06T08:36:07.001Z,2397905,chayaeichen,PREGNANCY,FIRST TRIMESTER
"I have cramping, spotting and now tissue when I pee. Should I be worried?",2017-10-30T20:46:43.932Z,1955988,babylovett,PREGNANCY,FIRST TRIMESTER
Rubbing alcohol to clean wounds?,2018-04-07T15:06:44.138Z,411831,sarahxo08,PREGNANCY,FIRST TRIMESTER
I am so Itchy!! Is something wrong! :(,2018-03-01T20:03:50.054Z,2200211,ally4jesus,PREGNANCY,FIRST TRIMESTER
Round Ligament at 8 weeks?,2018-03-02T18:14:43.120Z,2251272,mag96,PREGNANCY,FIRST TRIMESTER
What's some good names that would go with Madison ? ,2017-11-08T14:23:06.879Z,1996323,knottiebbb445b7e71e45b6,PREGNANCY,FIRST TRIMESTER
"I feel crazy. Had 6 weeks US 1 baby, 8 weeks US 1 baby but i have a gut feelling i have twins. Could a twin show up in a later US? Help!",2018-04-29T18:44:22.773Z,2383607,mabellmc14,PREGNANCY,FIRST TRIMESTER
What’s the longest it took to get a positive pregnancy test? ,2018-04-29T14:58:41.907Z,2385031,Knottie71321201,PREGNANCY,FIRST TRIMESTER
"If sex is painful, will labor be painful?",2018-04-04T22:54:03.897Z,2315951,knottie4f32a56fc8ad8fea,PREGNANCY,FIRST TRIMESTER
Has anyone had wisdom tooth issues or needed them removed while pregnant? ,2017-10-31T02:58:59.523Z,1962581,knottiee672d143f7c987b7,PREGNANCY,FIRST TRIMESTER
"Thoughts on downhill skiing at 9 weeks? I’m a pretty comfortable skier and will take it easy. Want the fresh air/exercise and think the baby is well protected,  but still worry ",2018-03-31T03:12:17.214Z,2325255,Knottie56924bf47d78ca5e,PREGNANCY,FIRST TRIMESTER
Is getting your nails done okay?,2018-02-28T03:29:13.763Z,1401453,ashleyncole-2,PREGNANCY,FIRST TRIMESTER
8 wks pregnant and ate medium done red meat (ate small portion)...I didn't realize I couldn't eat it until after (face palm). Should I be worried abt toxoplasmosis?,2018-01-24T20:28:58.615Z,2186255,mom2bk,PREGNANCY,FIRST TRIMESTER
Is it safe to take Sam-E during pregnancy? ,2017-10-25T03:43:40.004Z,1977183,Linz2424,PREGNANCY,FIRST TRIMESTER
Family making me do something I don't want to?,2018-03-22T03:45:22.007Z,2219898,naniialissaa20,PREGNANCY,FIRST TRIMESTER
Faint bfp but not getting darker? ,2018-04-30T16:43:17.004Z,2387675,yaytoyou342,PREGNANCY,FIRST TRIMESTER
Thinking of refusing three hour glucose test- anyone else had experience with this?,2018-01-26T14:13:22.313Z,2127799,knottied518b90446226ad9,PREGNANCY,FIRST TRIMESTER
I have been reading some mixed reviews on Whey protein with BCAA’s in it while pregnant. I am 5 weeks and 3 days pregnant now and I am trying to find out if it is safe to continue?,2017-10-31T20:26:06.634Z,1992660,jcarmack29,PREGNANCY,FIRST TRIMESTER
Is cramping normal at 7 weeks?,2018-03-26T03:54:57.355Z,1059868,Melissa.91,PREGNANCY,FIRST TRIMESTER
No energy to do anything ever?,2018-03-28T19:52:32.454Z,2272951,daniellerosett,PREGNANCY,FIRST TRIMESTER
How do I deal with my insecurity and all the hormones when I'm the one who screwed up? I need reassurance but don't feel like I deserve it; he knows but can't do more right now.,2018-04-03T15:39:54.467Z,2309714,knottie71ab41b7d8bcefbd,PREGNANCY,FIRST TRIMESTER
Can I have green tea in first trimester?,2017-10-30T10:29:10.815Z,1931275,knottieb77613ced5702899,PREGNANCY,FIRST TRIMESTER
I’m 9.5 weeks and am having brown discharge throughout the day and light cramping every now and then should i be worried?,2018-03-20T04:21:02.354Z,2291719,1023oct,PREGNANCY,FIRST TRIMESTER
How do I treat constant nausea and indigestion?,2018-03-19T03:53:47.964Z,2300584,gensol,PREGNANCY,FIRST TRIMESTER
I want full custody of my child but dont know how to handle everything legally? Babies dad smokes meth,2018-03-14T04:16:37.171Z,2252108,littlelovebump,PREGNANCY,FIRST TRIMESTER
"I have Body pain after having csection 7weeks ago,feels like the flu but not. Has anyone else had this? Did it ever go away? ",2017-11-09T16:02:10.661Z,2013192,Knottie63465382,PREGNANCY,FIRST TRIMESTER
My husband said “babe please control your hormones”. What to do?,2018-03-03T21:49:07.656Z,2248529,knottie29ebf8431872a162,PREGNANCY,FIRST TRIMESTER
"Moms who've had navel rings...which leaves the least amount of damage, taking it out before you start to get a bump or using a pregnancy navel ring?  ",2018-04-08T20:45:42.839Z,2331248,knottie75b5ff12708e02ec,PREGNANCY,FIRST TRIMESTER
What shampoos and conditioners should I be using? What about body wash? What about lotion?,2018-05-10T04:55:59.473Z,2388874,sammi_villa_keepin_it_rreal,PREGNANCY,FIRST TRIMESTER
"I am 7 weeks 5 days with twins and I have almost no symptoms.  I have sore breasts, mild fatigue, with some light nausea. I had a previous early miscarriage- should I be worried?",2017-10-30T15:16:26.857Z,1979650,knottiefec096116894aa07,PREGNANCY,FIRST TRIMESTER
Risks of carrying twins? ,2018-03-05T06:18:55.276Z,2262932,kellz_decker0521,PREGNANCY,FIRST TRIMESTER
How long is the first trimester?,2018-03-05T01:58:30.494Z,2230813,sanamyay,PREGNANCY,FIRST TRIMESTER
This is baby number 7 do you think its ok to have a baby shower? (Theres 9 years between #6 and #7),2018-02-13T22:13:04.663Z,2228910,freemanbaby18,PREGNANCY,FIRST TRIMESTER
"I was in the tire shop much longer than expected, rubber fumes for 90 mins, any concern?",2017-11-04T20:39:54.748Z,1982951,3furbabiesmom,PREGNANCY,FIRST TRIMESTER
I bought a heartbeat monitor from www.babydoppler.com and 2 extra gels. Is this enough or do I need more gel? They recommend more but never state how much more?,2018-04-11T00:10:16.428Z,2349816,aprilwest1992,PREGNANCY,FIRST TRIMESTER
"9 weeks pregnant and terrible wrist and forearm pain, what is wrong with me?",2018-05-02T12:38:08.934Z,2382337,smurfolis,PREGNANCY,FIRST TRIMESTER
Father-in-law's boundaries?,2018-02-16T00:15:05.076Z,2093919,Knottie1453429649,PREGNANCY,FIRST TRIMESTER
Is selsun blue shampoo ok to use during first trimester???,2017-11-03T00:27:46.031Z,1981680,semanski2016,PREGNANCY,FIRST TRIMESTER
Is anyone not having symptoms? I have none and makes me nervous.,2018-05-08T20:50:09.650Z,1444547,yazy1030,PREGNANCY,FIRST TRIMESTER
last period was january 24th. my last intercourse was febuary 1st.  taken pt last feb and last week and shows still negative. i had regular period monthly now its been 2 mos w/o?,2018-04-02T03:09:23.727Z,2173081,knottie67b11e3252f51789,PREGNANCY,FIRST TRIMESTER
Just found out I am 9 weeks and 4 days pregnant and can’t seem to sleep through the night. Never been an issue for me before but now waking up 2-3 times through the night?,2018-04-28T20:55:17.059Z,2381006,knottie85f1bdf35ed64d2c,PREGNANCY,FIRST TRIMESTER
Second uti in a week?,2017-10-31T10:55:47.999Z,1967130,casey_leighanne,PREGNANCY,FIRST TRIMESTER
According to Lmp Yesterday Iwas 5 weeks and 2 days and had a dating ultrasound and couldn't find a gestational sac is that normal. I go back to my Doctor Tuesday so praying?,2018-04-28T19:43:15.183Z,2383838,knottieb07b44289a9f8a91,PREGNANCY,FIRST TRIMESTER
Can you drink coffee in your first trimester?,2018-04-03T12:29:48.514Z,2334922,odaat5813,PREGNANCY,FIRST TRIMESTER
"Already feeling ""fat"" 7 weeks?",2018-03-26T01:58:50.788Z,2310425,merlivingston519,PREGNANCY,FIRST TRIMESTER
"Where can I find Gerber stage 2 baby food, Gerber Good Start Soothe Formula, and Pampers swaddles 3 much cheaper? I am only finding stage 2 baby food package of 2 for $1.12. Help!",2017-11-08T17:31:29.069Z,2011364,Knottie72402969,PREGNANCY,FIRST TRIMESTER
"So, am I the only one who seems to go through marital problems when pregnant? ",2018-03-26T00:23:23.948Z,2318306,mammaof2soon3,PREGNANCY,FIRST TRIMESTER
"I am 5w6d. Had my first ultrasound today, the heart beat was 96. The ultrasound looked like a diamond ring though. Has this happen to anyone else? Is there reason to worry? ",2018-03-29T20:59:11.215Z,1024593,megan.barnx33,PREGNANCY,FIRST TRIMESTER
Why am I more nauseous in my second trimester than in my first?,2018-03-29T02:29:13.033Z,2325402,kerleey,PREGNANCY,FIRST TRIMESTER
anyone else dealing with a boyfriend who is so tired when you want something specific to eat but isnt tired at all when its time to have sex? cant just be me. 😐,2017-11-03T06:55:32.127Z,1975528,asaraicoop,PREGNANCY,FIRST TRIMESTER
HCG levels are not doubling but ultrasound showed baby had a heartbeat and was measuring at 6 weeks. Is doctor right to say pregnancy not viable? ,2018-04-10T20:36:49.130Z,2312469,Knottie1459140374,PREGNANCY,FIRST TRIMESTER
Extreme acid reflux in the first trimester?,2018-03-28T23:51:46.045Z,2306554,knottie217810d1424032e5,PREGNANCY,FIRST TRIMESTER
"Extremely nauseous but, not throwing up at all. The feeling makes me so uncomfortable. Especially since nothing wants to come out.  What can I do? ",2018-05-03T03:15:35.526Z,2364494,mjmilitaryfamily,PREGNANCY,FIRST TRIMESTER
"Painful sore on vulva, 6 weeks? ",2017-10-25T22:39:42.604Z,1960327,misssis,PREGNANCY,FIRST TRIMESTER
BABY NAMES (BOY & GIRL) ?! My partner & I are completely stuck on baby names. We already have Ethan he’s 6 & Ailah who’s 3. It needs to flow with their names! HELP xoxoxo,2018-02-10T07:39:34.193Z,2203555,madssss1998,PREGNANCY,FIRST TRIMESTER
Is it normal at 8 weeks and 5 days pregnant to have brown discharge?,2018-04-22T18:10:27.710Z,2352677,leocutiie,PREGNANCY,FIRST TRIMESTER
Sorry TMI...Pink Discharge no cramps?,2018-03-30T14:25:10.778Z,2300441,Singergirl224,PREGNANCY,FIRST TRIMESTER
I am a cheer coach and do a good bit of yelling at practices. I am about 5 weeks with my 2nd. I won’t have my first prenatal appointment for another week. Can this affect baby? ,2017-11-01T22:56:57.621Z,1981541,rosstribemommy,PREGNANCY,FIRST TRIMESTER
This is my 2nd pregnancy. My first pregnancy I had a miscarriage at 6 weeks. I am currently 6 weeks and very nervous. Any tips or words of wisdom?,2018-04-20T03:27:05.867Z,2365371,knottie984a7e3845b57f78,PREGNANCY,FIRST TRIMESTER
"I took 4 HPT 4 all were very faint but I swore I could see a positive line, took 2 more a day later to be sure & both were negative without question but Im not bleeding-what to do?",2018-04-14T17:02:57.238Z,2124083,Knottie137cd05ac5219df0,PREGNANCY,FIRST TRIMESTER
Pregnant?,2018-05-15T14:43:31.288Z,2409845,kenzshea,PREGNANCY,FIRST TRIMESTER
"I am 5 weeks out from a laminectomy, just found out I'm pregnant. Anyone else gotten preg right after surgery??? ",2017-11-02T04:49:51.500Z,1995876,mamakay44,PREGNANCY,FIRST TRIMESTER
Is Stevia safe while pregnant?,2018-04-24T19:50:08.964Z,2134746,knottie296f0f28e8ba891f,PREGNANCY,FIRST TRIMESTER
Cramps at 7 weeks?,2018-03-14T10:01:44.491Z,2291960,bjaaag,PREGNANCY,FIRST TRIMESTER
Do any pregnant mommies experience back pain in the first trimester? I’m currently 10 weeks and my lower back is killing me,2018-05-04T05:28:01.812Z,2309176,hersheyk0715,PREGNANCY,FIRST TRIMESTER
Can Single umbilical artery effects on baby growths or any others problems..or effects on baby body parts ?,2017-10-30T15:08:54.796Z,1985550,knottie7743a30c3f70449c,PREGNANCY,FIRST TRIMESTER
I’ve always had issues with clogged milk ducts after my milk comes in and I end up with an infection and having an incision to drain them. What should I do to prevent this?,2018-04-17T13:12:38.450Z,2302021,knottie1c09cc29920d3175,PREGNANCY,FIRST TRIMESTER
"Started new job today, might have to disclose pregnancy in next 2 weeks. Advice?",2018-04-10T02:27:40.169Z,2074776,elleray2018,PREGNANCY,FIRST TRIMESTER
A lot of dark brown discharge?,2018-02-27T02:41:07.528Z,2224106,knottie01a25c76705a3305,PREGNANCY,FIRST TRIMESTER
Abnormal Hcg levels??,2017-10-29T20:59:39.619Z,1962232,knottie013da1e35227b3d4,PREGNANCY,FIRST TRIMESTER
Friend jealous of my pregnancy? I’m so hurt and confused. I had my first baby when I was 23. Right after her first birthday my husband and I found out we were expecting again. ,2018-01-11T15:38:14.346Z,1180272,Knottie1463679337,PREGNANCY,FIRST TRIMESTER
"I found out I was pregnant a week ago, when I first found out I was ecstatic and I was so sure that I wanted this baby, now I’m questioning. Any one else go through this?",2018-03-31T17:02:56.430Z,2327404,knottie6d4b1e1c4d68d178,PREGNANCY,FIRST TRIMESTER
How involved should my boyfriend be during my first prenatal appointment?,2017-11-27T03:10:58.351Z,1968197,psteele08,PREGNANCY,FIRST TRIMESTER
"Brownish blood discharge and stomach feels like it’s full of gas, it’s been making all these noises ???",2017-10-28T21:39:07.813Z,1962232,knottie013da1e35227b3d4,PREGNANCY,FIRST TRIMESTER
"Arizona moms, how was Maternity leave?",2018-04-12T03:04:51.524Z,2343344,aliyahhmoniquee,PREGNANCY,FIRST TRIMESTER
Should I go with a K? ,2018-03-06T12:51:57.071Z,2275492,jennabean313,PREGNANCY,FIRST TRIMESTER
First pregnancy and worried about it all?,2017-12-16T09:07:55.118Z,2075585,ncamwell,PREGNANCY,FIRST TRIMESTER
Listeria exposure?,2017-10-23T16:55:00.560Z,1531204,Missalaineous14,PREGNANCY,FIRST TRIMESTER
"Is there a difference between bloating, excessive burping & morning (all-day) sickness?",2018-03-04T01:41:26.305Z,2177320,MaryanneSoh,PREGNANCY,FIRST TRIMESTER
Why is it so hard finding a Doctor?,2018-03-28T20:24:14.175Z,2277849,witchymissa,PREGNANCY,FIRST TRIMESTER
Low resting heart rate - 6 weeks pregnant - Fitbit?,2018-03-10T00:38:55.809Z,2247217,knottie019581e3f3c222b5,PREGNANCY,FIRST TRIMESTER
Need Reviews on the first years breastflow baby bottles?,2017-11-02T04:43:57.233Z,1995862,Tay3266,PREGNANCY,FIRST TRIMESTER
Is depression normal during early pregnancy? ,2018-03-17T20:26:22.095Z,2298047,jackieger7717,PREGNANCY,FIRST TRIMESTER
HCG levels? ,2018-03-09T08:29:12.302Z,2281816,sekanaya,PREGNANCY,FIRST TRIMESTER
Am i allowed to eat somai?,2018-04-11T14:54:54.216Z,2315505,anjraguila,PREGNANCY,FIRST TRIMESTER
Dying hair in first trimester?,2017-10-21T19:18:37.305Z,1946011,jasminelouise1991,PREGNANCY,FIRST TRIMESTER
How is this possible!?,2017-12-05T01:03:58.832Z,2053189,kylietucker94,PREGNANCY,FIRST TRIMESTER
Transvaginal Ultrasound?,2018-05-12T22:55:16.620Z,2325756,stellaartois8123,PREGNANCY,FIRST TRIMESTER
Outback Steakhouse’s blue cheese chopped salad... the local restaurant can’t tell me if the cheese is pasteurized. I’m diabetic so my diet is already so limited. Is it safe? ,2018-03-10T13:48:20.587Z,2271705,lindseyslittleone,PREGNANCY,FIRST TRIMESTER
Can second hand smoke be dangerous in the tww?,2017-10-28T15:31:22.074Z,1984062,kamalp,PREGNANCY,FIRST TRIMESTER
"I am 9 weeks 5 days and am 38 years old. Spotted a nickel sized amount of red blood twice in the past 48 hours. 1st time had scan and ok, just happeded again 48 hrs later. Normal?",2018-04-22T20:46:13.891Z,2364392,annalove79,PREGNANCY,FIRST TRIMESTER
What about manual labor?,2018-04-08T21:50:33.295Z,2344778,knottie3942ff6c07c627d1,PREGNANCY,FIRST TRIMESTER
Spotting in 1 Tri?,2018-05-14T16:38:38.477Z,2407383,knottie9fa01c29d41d7a0c,PREGNANCY,FIRST TRIMESTER
Red raspberry leaf tea and uterine polyps? ,2017-10-25T02:39:58.197Z,1977053,mommatobe29,PREGNANCY,FIRST TRIMESTER
 i’m an extremely tired and nauseous pregnant “superwoman” when does it all go away?,2018-04-24T13:46:16.263Z,2152549,dreamteam9291,PREGNANCY,FIRST TRIMESTER
Hypothyroidism high risk?,2018-03-15T13:15:27.586Z,2293654,Knottie4ad6e4b8dbc98683,PREGNANCY,FIRST TRIMESTER
Mother in law won’t stop giving unwanted advice?,2018-02-09T22:13:53.407Z,2205345,jessburgundy,PREGNANCY,FIRST TRIMESTER
Has anyone had their cervix slightly open in early pergnany and still have a healthy baby?,2017-10-29T20:52:41.104Z,1962232,knottie013da1e35227b3d4,PREGNANCY,FIRST TRIMESTER
What kind of workouts can I do in my first trimester?,2018-03-10T03:43:07.154Z,2281535,Mallomal,PREGNANCY,FIRST TRIMESTER
Why would i need to retake my 12 week blood test? ,2018-05-03T18:01:17.438Z,2280622,knottiefd5cc4d7dc4cadc5,PREGNANCY,FIRST TRIMESTER
Sex drive at a -10!?,2017-12-11T17:28:51.839Z,2078521,babycakes0708,PREGNANCY,FIRST TRIMESTER
10 weeks pregnant sick for 9 weeks. Concern? ,2017-10-25T22:33:24.757Z,1920064,SoonToBeMrsSchlesier,PREGNANCY,FIRST TRIMESTER
Every time I take prenatal vitamins I get really nauseous and throw up. It doesn’t matter if I eat with them or not. I’m worried the baby isn’t getting enough vitamins.?,2018-05-16T22:44:02.363Z,2405906,knottie0520f28772ca3fff,PREGNANCY,FIRST TRIMESTER
Implantation bleeding or miscarriage?,2018-04-30T16:43:04.558Z,2374485,knottie044999aa0f344dfb,PREGNANCY,FIRST TRIMESTER
I’m 8w5d and have had the flu for over 2 weeks. Any advice?,2018-04-30T02:09:08.642Z,2345854,knottie3eee6c6a7271e7e9,PREGNANCY,FIRST TRIMESTER
Really bad abdominal pains?,2017-10-21T11:21:34.579Z,1892036,miissmaay,PREGNANCY,FIRST TRIMESTER
"Is 22,875 normal for someone whose 10 weeks? Going in for a recheck on Friday. ",2017-12-13T00:47:33.865Z,1987111,babycakedddd,PREGNANCY,FIRST TRIMESTER
Anyone else feel like time is moving SO slowly through the first trimester?? I'm only 10 weeks and it's driving crazy how slow it's going!,2018-05-06T15:53:01.653Z,2342414,newtmom18,PREGNANCY,FIRST TRIMESTER
How can we announce our pregnancy to our family and be sensitive to my sister in law's recent miscarriage?,2018-05-06T12:26:05.191Z,2369969,Knottie1441462305,PREGNANCY,FIRST TRIMESTER
Cervix slightly open with light bleeding off an on for the past day. Is this a miscarriage or do I just need a lot of rest? I’m only 7 weeks,2017-10-29T20:51:55.701Z,1962232,knottie013da1e35227b3d4,PREGNANCY,FIRST TRIMESTER
Is it okay to take vitiman b6 while pregnant for nausea?,2018-03-15T23:26:07.504Z,2246750,mamabear911618,PREGNANCY,FIRST TRIMESTER
One-sided cramping?,2018-03-24T14:57:01.118Z,2234847,beantownbaby84,PREGNANCY,FIRST TRIMESTER
Is it bad that my husband and I have only had sex once in the last 5 weeks? I’m 9 weeks along and have been dealing with morning sickness.,2018-03-22T22:40:25.959Z,2239890,knottie09f8ad5ebea82f8a,PREGNANCY,FIRST TRIMESTER
4+2. 1271 hcg ? Left side tender? Is this normal?,2017-10-31T15:04:03.070Z,1992143,knottiebf16116f0c06e6cc,PREGNANCY,FIRST TRIMESTER
I’m 11 wks now. I’ve had a Uti now for 2 wks and put on different antibodtics that will not clear the symptoms. Should I be concerend? ,2018-04-13T21:04:15.071Z,2312283,knottie65a67b1ebd0e06c2,PREGNANCY,FIRST TRIMESTER
I’m currently 6 weeks and having sharp cramps. Could it be ligament pain already? ,2018-05-11T19:36:15.435Z,2402560,katieschena,PREGNANCY,FIRST TRIMESTER
Light headed/ dizziness? What is wrong with me?,2018-03-30T05:09:48.648Z,2269378,knottie79f4045c0b6e94d3,PREGNANCY,FIRST TRIMESTER
7 weeks pregnant and ate moldy bread. Is this harmful to baby? ,2017-10-25T21:58:02.575Z,1944811,nessdjm,PREGNANCY,FIRST TRIMESTER
Brown discharge at 11 wks is this normal?,2018-04-20T03:34:05.670Z,2319822,ginri,PREGNANCY,FIRST TRIMESTER
Need to vent..?,2018-04-19T14:07:06.807Z,2281081,shy00,PREGNANCY,FIRST TRIMESTER
Low HCG level?,2018-03-29T07:53:21.005Z,2325756,stellaartois8123,PREGNANCY,FIRST TRIMESTER
Anyone taking choline supplements?,2017-10-27T19:04:55.155Z,1980954,knottie831c9a4511be1e1d,PREGNANCY,FIRST TRIMESTER
What kinda food should I get to help my nausea?,2018-04-24T21:48:07.392Z,2376673,knottief7e68d41310ed82e,PREGNANCY,FIRST TRIMESTER
First Ultrasound? ,2018-03-13T18:12:31.466Z,2228808,youngmom980918,PREGNANCY,FIRST TRIMESTER
I’m bleeding like AF with clots  and my HCG levels are rising.HCG was 3/8 16|| 3/10 67|| 3/13 613|| 3/16 2264 with a week between bleeds and I’m at a complete loss. Anyone else????,2018-03-17T13:53:16.053Z,147188,chrixtina89,PREGNANCY,FIRST TRIMESTER
Has anyone been 7 weeks with a gestational sac and no yolk sac?...my HCG is slowly rising. I'm at 4729 hcg which I know is low but they ruled out ectopic pregnancy. ,2017-10-25T22:23:08.563Z,1967117,knottie87dbac86cb196e01,PREGNANCY,FIRST TRIMESTER
Do you think it’s important to live near family after having a baby?,2018-03-16T05:43:24.159Z,2226099,brittkos7,PREGNANCY,FIRST TRIMESTER
I always feel like im tired and sad. My partner are always yelling at me sometime hurt me because of my situation he said that im lazy. What will i do? ,2018-03-07T02:31:38.185Z,2277452,knottiecd57fc90d004f166,PREGNANCY,FIRST TRIMESTER
Im scared. I am currently 10 weeks and i lifted something heavy. Should i be worried?,2018-03-14T04:01:20.741Z,2252108,littlelovebump,PREGNANCY,FIRST TRIMESTER
Can I take mylanta?,2017-10-27T14:55:36.007Z,1870249,knottie920f6fa92cfe14dc,PREGNANCY,FIRST TRIMESTER
Where is the Daily fact?,2018-03-13T15:16:16.839Z,2269757,mitch340,PREGNANCY,FIRST TRIMESTER
Can I put Soy sause in my food if I cook myself?,2018-04-01T15:27:23.054Z,2305837,akraw,PREGNANCY,FIRST TRIMESTER
What should I do if I feel extremely nauseous and sick at work ?,2018-04-13T11:27:25.291Z,2351839,knottie128cf3432c241e61,PREGNANCY,FIRST TRIMESTER
I have the flu and I’m wondering if it will affect my early pregnancy? Should I see my doctor I’m only 5 weeks ,2017-10-24T14:19:54.931Z,1955288,snrp6,PREGNANCY,FIRST TRIMESTER
Whats the best nausea remedy?,2018-04-26T13:15:21.118Z,2358096,meowmoewmoew6,PREGNANCY,FIRST TRIMESTER
Overheat with a hair dryer?,2018-04-05T01:08:41.880Z,2274958,mtaliaschof,PREGNANCY,FIRST TRIMESTER
"Getting married in a few weeks, just found out we’re pregnant - going to be on several long haul flights during weeks 8-14! Anyone have any recommendations so they go smoothly?",2018-04-30T04:03:27.928Z,2377494,mrscbrannigan,PREGNANCY,FIRST TRIMESTER
HCG slowed but bleeding stopped?,2017-10-24T12:28:25.416Z,1975523,kopat,PREGNANCY,FIRST TRIMESTER
Is it ok to swim in a quarry?,2018-04-09T15:19:14.704Z,2347040,blair94,PREGNANCY,FIRST TRIMESTER
They didn’t see much in the first ultrasound...What are the chances that I’ll miscarry vs give birth?,2018-04-09T14:20:48.007Z,2277623,baileyfarmeratx,PREGNANCY,FIRST TRIMESTER
Avoid hot baths?,2018-02-08T17:28:22.789Z,2219869,colieebear,PREGNANCY,FIRST TRIMESTER
Can progesterone suppositories used for ivf cause your nipples to turn darker and leak a little fluid?,2017-10-30T22:35:02.842Z,1990727,brandilee07,PREGNANCY,FIRST TRIMESTER
Does hearing the placenta (whoosing) on a doppler mean everything is okay? I'm 7 weeks and 5 days today. I know its probably too early. My first dr appointment is 24th of may.,2018-05-10T18:33:38.946Z,2396210,asreedy,PREGNANCY,FIRST TRIMESTER
"20dpiui, 6 days late on AF, not on fertility meds to delay AF, negative beta 3 days ago, FAINT positive last night but negative this morning?",2018-05-10T17:33:52.267Z,2389539,branscumbunch,PREGNANCY,FIRST TRIMESTER
Im only in week 4 i feel miserable stomach wise.. do you know any food recipes especially breakfast foods without egg?,2018-04-20T12:57:13.048Z,2366043,knottie771c10e630b41dcd,PREGNANCY,FIRST TRIMESTER
"I’ve had brown discharge for the past couple of days and it seems to get worse when I am active or walking a long distance, has this happen to anyone?",2017-10-28T03:01:51.660Z,1962232,knottie013da1e35227b3d4,PREGNANCY,FIRST TRIMESTER
According to my missed cycle 5 weeks but my tummy is getting hard at the top and taking shape. Could I be further along? ,2018-04-20T06:01:59.815Z,2363372,knottie08749b9eee364bf9,PREGNANCY,FIRST TRIMESTER
Is it normal to lose your appetite?,2018-03-27T01:08:15.084Z,2300584,gensol,PREGNANCY,FIRST TRIMESTER
"When I sneeze clear discharge comes out of vagina, should I worry?",2018-05-08T14:26:05.959Z,2403145,knottiedca587378412639b,PREGNANCY,FIRST TRIMESTER
Trying to conceive?,2017-10-20T22:50:55.864Z,1967016,Knottie1462842724,PREGNANCY,FIRST TRIMESTER
Is it common to push away partner during pregnancy??,2018-04-11T19:39:27.131Z,2275664,knottie21187eef59341123,PREGNANCY,FIRST TRIMESTER
"Low rising hcg,  symptoms disappeared ,4 weeks pregnant,dark brown spotting please advise what should I expect and share your experience.Anyone had similar problem? ",2018-03-21T13:41:19.088Z,2299472,knottied61dc47f959a5e3e,PREGNANCY,FIRST TRIMESTER
Exactly what pain medications are available for labor? Is it epidural or nothing? ,2018-02-24T03:01:44.216Z,2133948,vicejd,PREGNANCY,FIRST TRIMESTER
" am 9 weeks pregnant according to my LMP. I haven't had an ultra sound yet, I will this coming Thursday. I got my blood work back today and my hcg level was 25000. Is this normal?",2017-10-27T21:51:23.620Z,1890269,katelynemilyyy123321,PREGNANCY,FIRST TRIMESTER
What is subchorionic bleeding? And how will it affect my twins? ,2018-04-21T17:25:37.720Z,262642,supplelove2011,PREGNANCY,FIRST TRIMESTER
"Rash on my lower belly and I’m just about 10 weeks, what does this mean?",2018-03-26T15:32:31.375Z,2256788,brybry24,PREGNANCY,FIRST TRIMESTER
"2nd pregnancy, vaginal tearing compared to first? I had my first naturally, very fast and tore (sorry TMI) inside my vagina but along the one side only.",2018-03-05T00:39:24.692Z,2272036,tristaa7,PREGNANCY,FIRST TRIMESTER
Week 4or 5. Started cramping really bad in back. Then had bright red blood when I wiped. As the day has gone on I am just getting light brown blood but still cramping badly?,2017-10-21T04:09:31.027Z,1955222,rkbonney,PREGNANCY,FIRST TRIMESTER
Is it normal to get the hiccups a lot? ,2018-03-03T23:23:01.471Z,2258974,knottie15170d61cf176edb,PREGNANCY,FIRST TRIMESTER
Eating after morning sickness?,2018-04-04T00:16:36.924Z,2295779,knottie9a0c0064f610d4ef,PREGNANCY,FIRST TRIMESTER
Can I have honey?,2018-02-26T17:29:52.385Z,2259628,knottie5e5a1e2175d9ccec,PREGNANCY,FIRST TRIMESTER
Endometriosis and Adenomyosis moms?  First time pregnancy and I have endometriosis and adenomyosis. I've been spotting. ,2017-10-23T16:14:52.461Z,1942615,babypandme,PREGNANCY,FIRST TRIMESTER
I'm a fitness instructor (5th week). I love exercising and being active. Is there anything I should limit? I'd be interested in specific exercises I should cut out of my routine 🙏🏻,2017-10-24T06:31:37.696Z,1975224,knottie6d0c24911eb974a8,PREGNANCY,FIRST TRIMESTER
Do the crazy dreams ever stop?,2018-04-01T15:53:57.601Z,2201456,knottie31626ab2681f336c,PREGNANCY,FIRST TRIMESTER
"Im 4 weeks 4 days , I was wondering if its ok to have sexual intercourse ? Im a first time mom.",2018-05-01T03:57:55.360Z,2385296,auhnna,PREGNANCY,FIRST TRIMESTER
What dose it mean when hormone drops?,2017-10-26T19:50:50.107Z,1927413,knottiece5f0706235c057e,PREGNANCY,FIRST TRIMESTER
"Pregnant and single, I can do this right?",2018-02-11T06:09:54.123Z,2216153,knottie8af1ea8dd5734987,PREGNANCY,FIRST TRIMESTER
156 bpm at 11 weeks... Is that normal?,2018-05-14T19:20:35.615Z,2307957,knottie621454e5ef716213,PREGNANCY,FIRST TRIMESTER
How many of each size diapers did you need?,2018-02-14T20:59:11.097Z,2233667,sailorbaby2018,PREGNANCY,FIRST TRIMESTER
Will your doctor give you a sonogram at 14 weeks?,2017-10-22T18:34:57.253Z,1879463,knottiee7a0cd2a5a7d093b,PREGNANCY,FIRST TRIMESTER
